,Equipo,Tabla,n_sim,Posición
723,O'Higgins,Ponderada,21,7
724,Antofagasta,Absoluta,21,6
725,Antofagasta,Ponderada,21,14
726,Audax Italiano,Absoluta,21,14
727,Audax Italiano,Ponderada,21,11
728,Santiago Wanderers,Absoluta,21,11
729,Santiago Wanderers,Ponderada,21,5
730,Huachipato,Absoluta,21,8
731,Huachipato,Ponderada,21,8
732,Unión Española,Absoluta,21,3
733,Unión Española,Ponderada,21,3
734,Curicó Unido,Absoluta,21,12
735,Curicó Unido,Ponderada,21,16
736,Colo-Colo,Absoluta,21,16
737,Colo-Colo,Ponderada,21,6
738,Unión La Calera,Absoluta,21,2
739,Unión La Calera,Ponderada,21,2
740,Universidad de Concepción,Absoluta,21,15
741,Universidad de Concepción,Ponderada,21,17
742,Palestino,Absoluta,21,4
743,Palestino,Ponderada,21,4
744,Universidad de Chile,Absoluta,21,5
745,Universidad de Chile,Ponderada,21,15
746,Cobresal,Absoluta,21,7
747,Cobresal,Ponderada,21,10
748,Universidad Católica,Absoluta,21,1
749,Universidad Católica,Ponderada,21,1
750,Iquique,Absoluta,21,17
751,Iquique,Ponderada,21,18
752,La Serena,Absoluta,21,13
753,La Serena,Ponderada,21,9
754,Coquimbo Unido,Absoluta,21,18
755,Coquimbo Unido,Ponderada,21,12
756,Everton,Absoluta,22,12
757,Everton,Ponderada,22,15
758,O'Higgins,Absoluta,22,7
759,O'Higgins,Ponderada,22,6
760,Antofagasta,Absoluta,22,5
761,Antofagasta,Ponderada,22,14
762,Audax Italiano,Absoluta,22,17
763,Audax Italiano,Ponderada,22,11
764,Santiago Wanderers,Absoluta,22,15
765,Santiago Wanderers,Ponderada,22,10
766,Huachipato,Absoluta,22,8
767,Huachipato,Ponderada,22,7
768,Unión Española,Absoluta,22,3
769,Unión Española,Ponderada,22,4
770,Curicó Unido,Absoluta,22,6
771,Curicó Unido,Ponderada,22,13
772,Colo-Colo,Absoluta,22,16
773,Colo-Colo,Ponderada,22,5
774,Unión La Calera,Absoluta,22,2
775,Unión La Calera,Ponderada,22,2
776,Universidad de Concepción,Absoluta,22,9
777,Universidad de Concepción,Ponderada,22,18
778,Palestino,Absoluta,22,4
779,Palestino,Ponderada,22,3
780,Universidad de Chile,Absoluta,22,11
781,Universidad de Chile,Ponderada,22,17
782,Cobresal,Absoluta,22,10
783,Cobresal,Ponderada,22,9
784,Universidad Católica,Absoluta,22,1
785,Universidad Católica,Ponderada,22,1
786,Iquique,Absoluta,22,13
787,Iquique,Ponderada,22,16
788,La Serena,Absoluta,22,14
789,La Serena,Ponderada,22,8
790,Coquimbo Unido,Absoluta,22,18
791,Coquimbo Unido,Ponderada,22,12
792,Everton,Absoluta,23,11
793,Everton,Ponderada,23,13
794,O'Higgins,Absoluta,23,12
795,O'Higgins,Ponderada,23,9
796,Antofagasta,Absoluta,23,7
797,Antofagasta,Ponderada,23,16
798,Audax Italiano,Absoluta,23,13
799,Audax Italiano,Ponderada,23,10
800,Santiago Wanderers,Absoluta,23,9
801,Santiago Wanderers,Ponderada,23,6
802,Huachipato,Absoluta,23,8
803,Huachipato,Ponderada,23,8
804,Unión Española,Absoluta,23,3
805,Unión Española,Ponderada,23,3
806,Curicó Unido,Absoluta,23,5
807,Curicó Unido,Ponderada,23,12
808,Colo-Colo,Absoluta,23,18
809,Colo-Colo,Ponderada,23,5
810,Unión La Calera,Absoluta,23,2
811,Unión La Calera,Ponderada,23,2
812,Universidad de Concepción,Absoluta,23,16
813,Universidad de Concepción,Ponderada,23,18
814,Palestino,Absoluta,23,6
815,Palestino,Ponderada,23,4
816,Universidad de Chile,Absoluta,23,4
817,Universidad de Chile,Ponderada,23,14
818,Cobresal,Absoluta,23,10
819,Cobresal,Ponderada,23,11
820,Universidad Católica,Absoluta,23,1
821,Universidad Católica,Ponderada,23,1
822,Iquique,Absoluta,23,15
823,Iquique,Ponderada,23,17
824,La Serena,Absoluta,23,17
825,La Serena,Ponderada,23,15
826,Coquimbo Unido,Absoluta,23,14
827,Coquimbo Unido,Ponderada,23,7
828,Everton,Absoluta,24,12
829,Everton,Ponderada,24,14
830,O'Higgins,Absoluta,24,11
831,O'Higgins,Ponderada,24,7
832,Antofagasta,Absoluta,24,4
833,Antofagasta,Ponderada,24,11
834,Audax Italiano,Absoluta,24,13
835,Audax Italiano,Ponderada,24,10
836,Santiago Wanderers,Absoluta,24,7
837,Santiago Wanderers,Ponderada,24,5
838,Huachipato,Absoluta,24,10
839,Huachipato,Ponderada,24,8
840,Unión Española,Absoluta,24,3
841,Unión Española,Ponderada,24,3
842,Curicó Unido,Absoluta,24,5
843,Curicó Unido,Ponderada,24,13
844,Colo-Colo,Absoluta,24,15
845,Colo-Colo,Ponderada,24,6
846,Unión La Calera,Absoluta,24,2
847,Unión La Calera,Ponderada,24,2
848,Universidad de Concepción,Absoluta,24,14
849,Universidad de Concepción,Ponderada,24,17
850,Palestino,Absoluta,24,9
851,Palestino,Ponderada,24,4
852,Universidad de Chile,Absoluta,24,8
853,Universidad de Chile,Ponderada,24,15
854,Cobresal,Absoluta,24,6
855,Cobresal,Ponderada,24,9
856,Universidad Católica,Absoluta,24,1
857,Universidad Católica,Ponderada,24,1
858,Iquique,Absoluta,24,18
859,Iquique,Ponderada,24,18
860,La Serena,Absoluta,24,16
861,La Serena,Ponderada,24,16
862,Coquimbo Unido,Absoluta,24,17
863,Coquimbo Unido,Ponderada,24,12
864,Everton,Absoluta,25,8
865,Everton,Ponderada,25,12
866,O'Higgins,Absoluta,25,7
867,O'Higgins,Ponderada,25,5
868,Antofagasta,Absoluta,25,9
869,Antofagasta,Ponderada,25,15
870,Audax Italiano,Absoluta,25,12
871,Audax Italiano,Ponderada,25,8
872,Santiago Wanderers,Absoluta,25,14
873,Santiago Wanderers,Ponderada,25,10
874,Huachipato,Absoluta,25,10
875,Huachipato,Ponderada,25,7
876,Unión Española,Absoluta,25,3
877,Unión Española,Ponderada,25,4
878,Curicó Unido,Absoluta,25,5
879,Curicó Unido,Ponderada,25,13
880,Colo-Colo,Absoluta,25,16
881,Colo-Colo,Ponderada,25,6
882,Unión La Calera,Absoluta,25,2
883,Unión La Calera,Ponderada,25,2
884,Universidad de Concepción,Absoluta,25,13
885,Universidad de Concepción,Ponderada,25,18
886,Palestino,Absoluta,25,4
887,Palestino,Ponderada,25,3
888,Universidad de Chile,Absoluta,25,6
889,Universidad de Chile,Ponderada,25,14
890,Cobresal,Absoluta,25,11
891,Cobresal,Ponderada,25,11
892,Universidad Católica,Absoluta,25,1
893,Universidad Católica,Ponderada,25,1
894,Iquique,Absoluta,25,15
895,Iquique,Ponderada,25,17
896,La Serena,Absoluta,25,18
897,La Serena,Ponderada,25,16
898,Coquimbo Unido,Absoluta,25,17
899,Coquimbo Unido,Ponderada,25,9
900,Everton,Absoluta,26,8
901,Everton,Ponderada,26,11
902,O'Higgins,Absoluta,26,11
903,O'Higgins,Ponderada,26,8
904,Antofagasta,Absoluta,26,10
905,Antofagasta,Ponderada,26,16
906,Audax Italiano,Absoluta,26,9
907,Audax Italiano,Ponderada,26,7
908,Santiago Wanderers,Absoluta,26,13
909,Santiago Wanderers,Ponderada,26,9
910,Huachipato,Absoluta,26,5
911,Huachipato,Ponderada,26,6
912,Unión Española,Absoluta,26,3
913,Unión Española,Ponderada,26,3
914,Curicó Unido,Absoluta,26,7
915,Curicó Unido,Ponderada,26,12
916,Colo-Colo,Absoluta,26,14
917,Colo-Colo,Ponderada,26,5
918,Unión La Calera,Absoluta,26,2
919,Unión La Calera,Ponderada,26,2
920,Universidad de Concepción,Absoluta,26,12
921,Universidad de Concepción,Ponderada,26,17
922,Palestino,Absoluta,26,6
923,Palestino,Ponderada,26,4
924,Universidad de Chile,Absoluta,26,4
925,Universidad de Chile,Ponderada,26,14
926,Cobresal,Absoluta,26,15
927,Cobresal,Ponderada,26,13
928,Universidad Católica,Absoluta,26,1
929,Universidad Católica,Ponderada,26,1
930,Iquique,Absoluta,26,17
931,Iquique,Ponderada,26,18
932,La Serena,Absoluta,26,16
933,La Serena,Ponderada,26,15
934,Coquimbo Unido,Absoluta,26,18
935,Coquimbo Unido,Ponderada,26,10
936,Everton,Absoluta,27,10
937,Everton,Ponderada,27,13
938,O'Higgins,Absoluta,27,8
939,O'Higgins,Ponderada,27,5
940,Antofagasta,Absoluta,27,6
941,Antofagasta,Ponderada,27,14
942,Audax Italiano,Absoluta,27,15
943,Audax Italiano,Ponderada,27,10
944,Santiago Wanderers,Absoluta,27,13
945,Santiago Wanderers,Ponderada,27,8
946,Huachipato,Absoluta,27,7
947,Huachipato,Ponderada,27,6
948,Unión Española,Absoluta,27,3
949,Unión Española,Ponderada,27,3
950,Curicó Unido,Absoluta,27,5
951,Curicó Unido,Ponderada,27,11
952,Colo-Colo,Absoluta,27,17
953,Colo-Colo,Ponderada,27,7
954,Unión La Calera,Absoluta,27,2
955,Unión La Calera,Ponderada,27,2
956,Universidad de Concepción,Absoluta,27,14
957,Universidad de Concepción,Ponderada,27,18
958,Palestino,Absoluta,27,4
959,Palestino,Ponderada,27,4
960,Universidad de Chile,Absoluta,27,9
961,Universidad de Chile,Ponderada,27,16
962,Cobresal,Absoluta,27,12
963,Cobresal,Ponderada,27,9
964,Universidad Católica,Absoluta,27,1
965,Universidad Católica,Ponderada,27,1
966,Iquique,Absoluta,27,11
967,Iquique,Ponderada,27,15
968,La Serena,Absoluta,27,16
969,La Serena,Ponderada,27,17
970,Coquimbo Unido,Absoluta,27,18
971,Coquimbo Unido,Ponderada,27,12
972,Everton,Absoluta,28,11
973,Everton,Ponderada,28,15
974,O'Higgins,Absoluta,28,7
975,O'Higgins,Ponderada,28,8
976,Antofagasta,Absoluta,28,4
977,Antofagasta,Ponderada,28,10
978,Audax Italiano,Absoluta,28,15
979,Audax Italiano,Ponderada,28,9
980,Santiago Wanderers,Absoluta,28,9
981,Santiago Wanderers,Ponderada,28,6
982,Huachipato,Absoluta,28,5
983,Huachipato,Ponderada,28,7
984,Unión Española,Absoluta,28,2
985,Unión Española,Ponderada,28,3
986,Curicó Unido,Absoluta,28,8
987,Curicó Unido,Ponderada,28,13
988,Colo-Colo,Absoluta,28,13
989,Colo-Colo,Ponderada,28,5
990,Unión La Calera,Absoluta,28,3
991,Unión La Calera,Ponderada,28,2
992,Universidad de Concepción,Absoluta,28,14
993,Universidad de Concepción,Ponderada,28,17
994,Palestino,Absoluta,28,6
995,Palestino,Ponderada,28,4
996,Universidad de Chile,Absoluta,28,10
997,Universidad de Chile,Ponderada,28,16
998,Cobresal,Absoluta,28,12
999,Cobresal,Ponderada,28,12
1000,Universidad Católica,Absoluta,28,1
1001,Universidad Católica,Ponderada,28,1
1002,Iquique,Absoluta,28,18
1003,Iquique,Ponderada,28,18
1004,La Serena,Absoluta,28,16
1005,La Serena,Ponderada,28,14
1006,Coquimbo Unido,Absoluta,28,17
1007,Coquimbo Unido,Ponderada,28,11
1008,Everton,Absoluta,29,15
1009,Everton,Ponderada,29,15
1010,O'Higgins,Absoluta,29,11
1011,O'Higgins,Ponderada,29,9
1012,Antofagasta,Absoluta,29,6
1013,Antofagasta,Ponderada,29,14
1014,Audax Italiano,Absoluta,29,17
1015,Audax Italiano,Ponderada,29,12
1016,Santiago Wanderers,Absoluta,29,9
1017,Santiago Wanderers,Ponderada,29,5
1018,Huachipato,Absoluta,29,5
1019,Huachipato,Ponderada,29,7
1020,Unión Española,Absoluta,29,3
1021,Unión Española,Ponderada,29,4
1022,Curicó Unido,Absoluta,29,8
1023,Curicó Unido,Ponderada,29,13
1024,Colo-Colo,Absoluta,29,16
1025,Colo-Colo,Ponderada,29,6
1026,Unión La Calera,Absoluta,29,1
1027,Unión La Calera,Ponderada,29,2
1028,Universidad de Concepción,Absoluta,29,12
1029,Universidad de Concepción,Ponderada,29,18
1030,Palestino,Absoluta,29,4
1031,Palestino,Ponderada,29,3
1032,Universidad de Chile,Absoluta,29,10
1033,Universidad de Chile,Ponderada,29,16
1034,Cobresal,Absoluta,29,7
1035,Cobresal,Ponderada,29,10
1036,Universidad Católica,Absoluta,29,2
1037,Universidad Católica,Ponderada,29,1
1038,Iquique,Absoluta,29,14
1039,Iquique,Ponderada,29,17
1040,La Serena,Absoluta,29,13
1041,La Serena,Ponderada,29,8
1042,Coquimbo Unido,Absoluta,29,18
1043,Coquimbo Unido,Ponderada,29,11
1044,Everton,Absoluta,30,11
1045,Everton,Ponderada,30,15
1046,O'Higgins,Absoluta,30,10
1047,O'Higgins,Ponderada,30,7
1048,Antofagasta,Absoluta,30,5
1049,Antofagasta,Ponderada,30,14
1050,Audax Italiano,Absoluta,30,15
1051,Audax Italiano,Ponderada,30,13
1052,Santiago Wanderers,Absoluta,30,12
1053,Santiago Wanderers,Ponderada,30,8
1054,Huachipato,Absoluta,30,8
1055,Huachipato,Ponderada,30,6
1056,Unión Española,Absoluta,30,3
1057,Unión Española,Ponderada,30,3
1058,Curicó Unido,Absoluta,30,4
1059,Curicó Unido,Ponderada,30,11
1060,Colo-Colo,Absoluta,30,16
1061,Colo-Colo,Ponderada,30,5
1062,Unión La Calera,Absoluta,30,1
1063,Unión La Calera,Ponderada,30,2
1064,Universidad de Concepción,Absoluta,30,13
1065,Universidad de Concepción,Ponderada,30,17
1066,Palestino,Absoluta,30,6
1067,Palestino,Ponderada,30,4
1068,Universidad de Chile,Absoluta,30,9
1069,Universidad de Chile,Ponderada,30,16
1070,Cobresal,Absoluta,30,7
1071,Cobresal,Ponderada,30,9
1072,Universidad Católica,Absoluta,30,2
1073,Universidad Católica,Ponderada,30,1
1074,Iquique,Absoluta,30,18
1075,Iquique,Ponderada,30,18
1076,La Serena,Absoluta,30,14
1077,La Serena,Ponderada,30,12
1078,Coquimbo Unido,Absoluta,30,17
1079,Coquimbo Unido,Ponderada,30,10
1080,Everton,Absoluta,31,12
1081,Everton,Ponderada,31,15
1082,O'Higgins,Absoluta,31,11
1083,O'Higgins,Ponderada,31,7
1084,Antofagasta,Absoluta,31,7
1085,Antofagasta,Ponderada,31,14
1086,Audax Italiano,Absoluta,31,13
1087,Audax Italiano,Ponderada,31,8
1088,Santiago Wanderers,Absoluta,31,15
1089,Santiago Wanderers,Ponderada,31,12
1090,Huachipato,Absoluta,31,5
1091,Huachipato,Ponderada,31,6
1092,Unión Española,Absoluta,31,3
1093,Unión Española,Ponderada,31,3
1094,Curicó Unido,Absoluta,31,6
1095,Curicó Unido,Ponderada,31,13
1096,Colo-Colo,Absoluta,31,16
1097,Colo-Colo,Ponderada,31,5
1098,Unión La Calera,Absoluta,31,1
1099,Unión La Calera,Ponderada,31,2
1100,Universidad de Concepción,Absoluta,31,10
1101,Universidad de Concepción,Ponderada,31,17
1102,Palestino,Absoluta,31,4
1103,Palestino,Ponderada,31,4
1104,Universidad de Chile,Absoluta,31,8
1105,Universidad de Chile,Ponderada,31,16
1106,Cobresal,Absoluta,31,9
1107,Cobresal,Ponderada,31,11
1108,Universidad Católica,Absoluta,31,2
1109,Universidad Católica,Ponderada,31,1
1110,Iquique,Absoluta,31,18
1111,Iquique,Ponderada,31,18
1112,La Serena,Absoluta,31,14
1113,La Serena,Ponderada,31,10
1114,Coquimbo Unido,Absoluta,31,17
1115,Coquimbo Unido,Ponderada,31,9
1116,Everton,Absoluta,32,12
1117,Everton,Ponderada,32,14
1118,O'Higgins,Absoluta,32,7
1119,O'Higgins,Ponderada,32,6
1120,Antofagasta,Absoluta,32,4
1121,Antofagasta,Ponderada,32,12
1122,Audax Italiano,Absoluta,32,16
1123,Audax Italiano,Ponderada,32,13
1124,Santiago Wanderers,Absoluta,32,6
1125,Santiago Wanderers,Ponderada,32,4
1126,Huachipato,Absoluta,32,5
1127,Huachipato,Ponderada,32,7
1128,Unión Española,Absoluta,32,2
1129,Unión Española,Ponderada,32,2
1130,Curicó Unido,Absoluta,32,10
1131,Curicó Unido,Ponderada,32,15
1132,Colo-Colo,Absoluta,32,18
1133,Colo-Colo,Ponderada,32,8
1134,Unión La Calera,Absoluta,32,3
1135,Unión La Calera,Ponderada,32,3
1136,Universidad de Concepción,Absoluta,32,13
1137,Universidad de Concepción,Ponderada,32,18
1138,Palestino,Absoluta,32,9
1139,Palestino,Ponderada,32,5
1140,Universidad de Chile,Absoluta,32,8
1141,Universidad de Chile,Ponderada,32,16
1142,Cobresal,Absoluta,32,11
1143,Cobresal,Ponderada,32,11
1144,Universidad Católica,Absoluta,32,1
1145,Universidad Católica,Ponderada,32,1
1146,Iquique,Absoluta,32,15
1147,Iquique,Ponderada,32,17
1148,La Serena,Absoluta,32,14
1149,La Serena,Ponderada,32,10
1150,Coquimbo Unido,Absoluta,32,17
1151,Coquimbo Unido,Ponderada,32,9
1152,Everton,Absoluta,33,10
1153,Everton,Ponderada,33,14
1154,O'Higgins,Absoluta,33,13
1155,O'Higgins,Ponderada,33,9
1156,Antofagasta,Absoluta,33,9
1157,Antofagasta,Ponderada,33,16
1158,Audax Italiano,Absoluta,33,12
1159,Audax Italiano,Ponderada,33,7
1160,Santiago Wanderers,Absoluta,33,14
1161,Santiago Wanderers,Ponderada,33,11
1162,Huachipato,Absoluta,33,7
1163,Huachipato,Ponderada,33,6
1164,Unión Española,Absoluta,33,2
1165,Unión Española,Ponderada,33,3
1166,Curicó Unido,Absoluta,33,6
1167,Curicó Unido,Ponderada,33,13
1168,Colo-Colo,Absoluta,33,16
1169,Colo-Colo,Ponderada,33,5
1170,Unión La Calera,Absoluta,33,3
1171,Unión La Calera,Ponderada,33,2
1172,Universidad de Concepción,Absoluta,33,11
1173,Universidad de Concepción,Ponderada,33,17
1174,Palestino,Absoluta,33,4
1175,Palestino,Ponderada,33,4
1176,Universidad de Chile,Absoluta,33,5
1177,Universidad de Chile,Ponderada,33,15
1178,Cobresal,Absoluta,33,8
1179,Cobresal,Ponderada,33,8
1180,Universidad Católica,Absoluta,33,1
1181,Universidad Católica,Ponderada,33,1
1182,Iquique,Absoluta,33,17
1183,Iquique,Ponderada,33,18
1184,La Serena,Absoluta,33,15
1185,La Serena,Ponderada,33,10
1186,Coquimbo Unido,Absoluta,33,18
1187,Coquimbo Unido,Ponderada,33,12
1188,Everton,Absoluta,34,14
1189,Everton,Ponderada,34,16
1190,O'Higgins,Absoluta,34,10
1191,O'Higgins,Ponderada,34,8
1192,Antofagasta,Absoluta,34,8
1193,Antofagasta,Ponderada,34,15
1194,Audax Italiano,Absoluta,34,15
1195,Audax Italiano,Ponderada,34,11
1196,Santiago Wanderers,Absoluta,34,9
1197,Santiago Wanderers,Ponderada,34,5
1198,Huachipato,Absoluta,34,4
1199,Huachipato,Ponderada,34,6
1200,Unión Española,Absoluta,34,3
1201,Unión Española,Ponderada,34,3
1202,Curicó Unido,Absoluta,34,6
1203,Curicó Unido,Ponderada,34,10
1204,Colo-Colo,Absoluta,34,16
1205,Colo-Colo,Ponderada,34,7
1206,Unión La Calera,Absoluta,34,2
1207,Unión La Calera,Ponderada,34,2
1208,Universidad de Concepción,Absoluta,34,11
1209,Universidad de Concepción,Ponderada,34,17
1210,Palestino,Absoluta,34,7
1211,Palestino,Ponderada,34,4
1212,Universidad de Chile,Absoluta,34,5
1213,Universidad de Chile,Ponderada,34,14
1214,Cobresal,Absoluta,34,13
1215,Cobresal,Ponderada,34,13
1216,Universidad Católica,Absoluta,34,1
1217,Universidad Católica,Ponderada,34,1
1218,Iquique,Absoluta,34,17
1219,Iquique,Ponderada,34,18
1220,La Serena,Absoluta,34,12
1221,La Serena,Ponderada,34,9
1222,Coquimbo Unido,Absoluta,34,18
1223,Coquimbo Unido,Ponderada,34,12
1224,Everton,Absoluta,35,9
1225,Everton,Ponderada,35,12
1226,O'Higgins,Absoluta,35,14
1227,O'Higgins,Ponderada,35,9
1228,Antofagasta,Absoluta,35,8
1229,Antofagasta,Ponderada,35,14
1230,Audax Italiano,Absoluta,35,13
1231,Audax Italiano,Ponderada,35,10
1232,Santiago Wanderers,Absoluta,35,6
1233,Santiago Wanderers,Ponderada,35,5
1234,Huachipato,Absoluta,35,10
1235,Huachipato,Ponderada,35,7
1236,Unión Española,Absoluta,35,3
1237,Unión Española,Ponderada,35,4
1238,Curicó Unido,Absoluta,35,5
1239,Curicó Unido,Ponderada,35,13
1240,Colo-Colo,Absoluta,35,15
1241,Colo-Colo,Ponderada,35,6
1242,Unión La Calera,Absoluta,35,2
1243,Unión La Calera,Ponderada,35,2
1244,Universidad de Concepción,Absoluta,35,12
1245,Universidad de Concepción,Ponderada,35,18
1246,Palestino,Absoluta,35,4
1247,Palestino,Ponderada,35,3
1248,Universidad de Chile,Absoluta,35,7
1249,Universidad de Chile,Ponderada,35,16
1250,Cobresal,Absoluta,35,11
1251,Cobresal,Ponderada,35,11
1252,Universidad Católica,Absoluta,35,1
1253,Universidad Católica,Ponderada,35,1
1254,Iquique,Absoluta,35,17
1255,Iquique,Ponderada,35,17
1256,La Serena,Absoluta,35,16
1257,La Serena,Ponderada,35,15
1258,Coquimbo Unido,Absoluta,35,18
1259,Coquimbo Unido,Ponderada,35,8
1260,Everton,Absoluta,36,10
1261,Everton,Ponderada,36,14
1262,O'Higgins,Absoluta,36,14
1263,O'Higgins,Ponderada,36,10
1264,Antofagasta,Absoluta,36,4
1265,Antofagasta,Ponderada,36,13
1266,Audax Italiano,Absoluta,36,11
1267,Audax Italiano,Ponderada,36,7
1268,Santiago Wanderers,Absoluta,36,13
1269,Santiago Wanderers,Ponderada,36,9
1270,Huachipato,Absoluta,36,8
1271,Huachipato,Ponderada,36,6
1272,Unión Española,Absoluta,36,3
1273,Unión Española,Ponderada,36,3
1274,Curicó Unido,Absoluta,36,6
1275,Curicó Unido,Ponderada,36,12
1276,Colo-Colo,Absoluta,36,15
1277,Colo-Colo,Ponderada,36,5
1278,Unión La Calera,Absoluta,36,2
1279,Unión La Calera,Ponderada,36,2
1280,Universidad de Concepción,Absoluta,36,12
1281,Universidad de Concepción,Ponderada,36,17
1282,Palestino,Absoluta,36,7
1283,Palestino,Ponderada,36,4
1284,Universidad de Chile,Absoluta,36,9
1285,Universidad de Chile,Ponderada,36,15
1286,Cobresal,Absoluta,36,5
1287,Cobresal,Ponderada,36,8
1288,Universidad Católica,Absoluta,36,1
1289,Universidad Católica,Ponderada,36,1
1290,Iquique,Absoluta,36,17
1291,Iquique,Ponderada,36,18
1292,La Serena,Absoluta,36,16
1293,La Serena,Ponderada,36,16
1294,Coquimbo Unido,Absoluta,36,18
1295,Coquimbo Unido,Ponderada,36,11
1296,Everton,Absoluta,37,12
1297,Everton,Ponderada,37,16
1298,O'Higgins,Absoluta,37,10
1299,O'Higgins,Ponderada,37,7
1300,Antofagasta,Absoluta,37,7
1301,Antofagasta,Ponderada,37,15
1302,Audax Italiano,Absoluta,37,16
1303,Audax Italiano,Ponderada,37,11
1304,Santiago Wanderers,Absoluta,37,11
1305,Santiago Wanderers,Ponderada,37,6
1306,Huachipato,Absoluta,37,9
1307,Huachipato,Ponderada,37,8
1308,Unión Española,Absoluta,37,3
1309,Unión Española,Ponderada,37,3
1310,Curicó Unido,Absoluta,37,6
1311,Curicó Unido,Ponderada,37,12
1312,Colo-Colo,Absoluta,37,15
1313,Colo-Colo,Ponderada,37,5
1314,Unión La Calera,Absoluta,37,2
1315,Unión La Calera,Ponderada,37,2
1316,Universidad de Concepción,Absoluta,37,13
1317,Universidad de Concepción,Ponderada,37,18
1318,Palestino,Absoluta,37,5
1319,Palestino,Ponderada,37,4
1320,Universidad de Chile,Absoluta,37,4
1321,Universidad de Chile,Ponderada,37,14
1322,Cobresal,Absoluta,37,8
1323,Cobresal,Ponderada,37,9
1324,Universidad Católica,Absoluta,37,1
1325,Universidad Católica,Ponderada,37,1
1326,Iquique,Absoluta,37,17
1327,Iquique,Ponderada,37,17
1328,La Serena,Absoluta,37,14
1329,La Serena,Ponderada,37,13
1330,Coquimbo Unido,Absoluta,37,18
1331,Coquimbo Unido,Ponderada,37,10
1332,Everton,Absoluta,38,10
1333,Everton,Ponderada,38,14
1334,O'Higgins,Absoluta,38,12
1335,O'Higgins,Ponderada,38,8
1336,Antofagasta,Absoluta,38,4
1337,Antofagasta,Ponderada,38,12
1338,Audax Italiano,Absoluta,38,13
1339,Audax Italiano,Ponderada,38,9
1340,Santiago Wanderers,Absoluta,38,9
1341,Santiago Wanderers,Ponderada,38,6
1342,Huachipato,Absoluta,38,7
1343,Huachipato,Ponderada,38,7
1344,Unión Española,Absoluta,38,3
1345,Unión Española,Ponderada,38,4
1346,Curicó Unido,Absoluta,38,6
1347,Curicó Unido,Ponderada,38,13
1348,Colo-Colo,Absoluta,38,15
1349,Colo-Colo,Ponderada,38,5
1350,Unión La Calera,Absoluta,38,2
1351,Unión La Calera,Ponderada,38,2
1352,Universidad de Concepción,Absoluta,38,14
1353,Universidad de Concepción,Ponderada,38,17
1354,Palestino,Absoluta,38,5
1355,Palestino,Ponderada,38,3
1356,Universidad de Chile,Absoluta,38,8
1357,Universidad de Chile,Ponderada,38,15
