,n_sim,PenPon,AntAbs,Des1,Des2,PenAbs
2922,8742,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2923,8744,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2924,8748,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2925,8754,Iquique,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2926,8764,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2927,8766,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2928,8768,Iquique,La Serena,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2929,8770,Universidad de Concepción,La Serena,Audax Italiano,Iquique,Iquique
2930,8771,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2931,8772,Universidad de Chile,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2932,8773,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2933,8774,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2934,8776,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2935,8779,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2936,8780,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2937,8781,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2938,8783,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2939,8789,Iquique,Coquimbo Unido,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2940,8792,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2941,8797,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2942,8798,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2943,8799,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2944,8802,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
2945,8803,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2946,8806,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2947,8807,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2948,8812,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2949,8814,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2950,8818,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2951,8819,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2952,8820,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2953,8822,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2954,8828,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2955,8830,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2956,8831,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2957,8832,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2958,8833,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2959,8834,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2960,8838,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2961,8839,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2962,8841,Iquique,Iquique,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2963,8845,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2964,8849,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2965,8850,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2966,8851,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2967,8852,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2968,8853,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2969,8854,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2970,8856,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2971,8858,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2972,8859,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2973,8860,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2974,8863,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2975,8869,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2976,8872,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2977,8874,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2978,8877,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2979,8880,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
2980,8881,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
2981,8884,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2982,8886,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2983,8891,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2984,8898,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2985,8901,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2986,8903,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2987,8906,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2988,8908,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2989,8912,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2990,8913,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2991,8916,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2992,8918,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2993,8923,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2994,8926,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2995,8927,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2996,8928,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2997,8929,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2998,8930,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2999,8933,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3000,8939,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3001,8941,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3002,8944,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3003,8950,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3004,8955,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3005,8957,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3006,8958,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3007,8960,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3008,8968,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3009,8969,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3010,8970,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3011,8971,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3012,8972,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3013,8973,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3014,8976,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3015,8977,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3016,8981,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3017,8983,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3018,8985,Universidad de Concepción,La Serena,Audax Italiano,Iquique,Iquique
3019,8987,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3020,8989,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3021,8998,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3022,9001,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3023,9004,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3024,9005,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3025,9008,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3026,9013,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3027,9014,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
3028,9016,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3029,9020,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3030,9022,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3031,9024,Iquique,La Serena,Audax Italiano,Universidad de Concepción,Universidad de Concepción
3032,9027,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3033,9030,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3034,9032,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3035,9035,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3036,9036,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3037,9038,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3038,9041,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3039,9044,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3040,9045,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3041,9048,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3042,9049,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3043,9050,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3044,9065,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
3045,9066,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3046,9068,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3047,9069,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3048,9070,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3049,9072,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
3050,9076,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3051,9079,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3052,9082,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3053,9088,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3054,9089,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3055,9092,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3056,9095,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3057,9097,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3058,9102,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3059,9106,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3060,9110,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3061,9111,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3062,9113,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3063,9114,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3064,9115,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3065,9117,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3066,9118,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3067,9129,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3068,9132,Iquique,La Serena,Colo-Colo,Universidad de Concepción,Universidad de Concepción
3069,9137,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3070,9138,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3071,9140,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3072,9143,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3073,9147,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3074,9150,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3075,9151,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3076,9152,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3077,9153,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3078,9154,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3079,9162,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3080,9165,Universidad de Concepción,Coquimbo Unido,Audax Italiano,Iquique,Iquique
3081,9168,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3082,9169,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3083,9176,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3084,9179,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3085,9180,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3086,9183,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3087,9184,Universidad de Concepción,Coquimbo Unido,Audax Italiano,Iquique,Iquique
3088,9192,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3089,9194,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
3090,9197,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3091,9198,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3092,9199,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
3093,9200,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3094,9207,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3095,9208,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3096,9209,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3097,9210,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3098,9213,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3099,9214,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3100,9216,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3101,9220,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3102,9222,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3103,9223,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3104,9224,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3105,9228,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3106,9235,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3107,9239,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3108,9242,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3109,9243,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3110,9245,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3111,9247,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3112,9250,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3113,9251,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3114,9252,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3115,9254,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3116,9260,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3117,9262,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3118,9263,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3119,9264,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3120,9265,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3121,9266,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3122,9267,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3123,9269,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3124,9280,Universidad de Concepción,Everton,Coquimbo Unido,Iquique,Iquique
3125,9281,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3126,9282,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3127,9283,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3128,9289,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3129,9297,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3130,9298,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3131,9299,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3132,9302,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3133,9303,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3134,9304,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3135,9306,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3136,9308,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3137,9310,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
3138,9320,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3139,9322,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
3140,9328,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
3141,9329,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3142,9332,Universidad de Concepción,Coquimbo Unido,La Serena,Iquique,Iquique
3143,9334,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3144,9337,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3145,9343,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3146,9346,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3147,9347,Universidad de Chile,Coquimbo Unido,Colo-Colo,Iquique,Iquique
3148,9348,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3149,9349,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3150,9351,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
3151,9352,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3152,9356,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3153,9357,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
3154,9358,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3155,9360,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
3156,9366,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
3157,9369,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
3158,9370,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
