,n_sim,PenPon,AntAbs,Des1,Des2,PenAbs
2602,7788,Universidad de Concepción,Coquimbo Unido,La Serena,Iquique,Iquique
2603,7791,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2604,7795,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2605,7797,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2606,7800,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2607,7801,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2608,7811,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2609,7812,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2610,7822,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2611,7824,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2612,7825,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2613,7829,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2614,7832,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
2615,7834,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2616,7836,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2617,7838,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2618,7840,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2619,7842,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2620,7843,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2621,7847,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2622,7858,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2623,7860,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2624,7861,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2625,7863,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2626,7867,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2627,7870,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2628,7876,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2629,7878,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2630,7881,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2631,7883,Universidad de Concepción,Coquimbo Unido,Audax Italiano,Iquique,Iquique
2632,7884,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2633,7885,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2634,7892,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2635,7893,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2636,7894,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2637,7896,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2638,7900,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2639,7903,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2640,7911,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2641,7917,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2642,7921,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2643,7922,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2644,7924,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2645,7926,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2646,7930,Universidad de Concepción,Cobresal,Colo-Colo,Iquique,Iquique
2647,7932,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2648,7935,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2649,7937,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2650,7939,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2651,7940,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2652,7942,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2653,7946,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2654,7951,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2655,7954,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2656,7958,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2657,7962,Iquique,Cobresal,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2658,7963,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2659,7965,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2660,7968,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2661,7969,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2662,7970,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2663,7971,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2664,7982,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2665,7990,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2666,7992,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2667,7993,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2668,7996,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2669,8001,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2670,8002,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2671,8007,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2672,8012,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2673,8014,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2674,8023,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2675,8025,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2676,8029,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2677,8031,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2678,8033,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2679,8034,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2680,8035,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2681,8036,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2682,8037,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2683,8040,Universidad de Concepción,Everton,Coquimbo Unido,Iquique,Iquique
2684,8047,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2685,8048,Iquique,Colo-Colo,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2686,8049,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2687,8051,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2688,8054,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2689,8055,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2690,8057,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2691,8065,Universidad de Concepción,Coquimbo Unido,Audax Italiano,Iquique,Iquique
2692,8067,Universidad de Chile,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2693,8073,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2694,8075,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2695,8078,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2696,8082,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2697,8083,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2698,8084,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2699,8085,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2700,8087,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2701,8088,Universidad de Concepción,Santiago Wanderers,Colo-Colo,Iquique,Iquique
2702,8090,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2703,8092,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2704,8096,Universidad de Chile,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2705,8098,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2706,8099,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2707,8102,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2708,8105,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2709,8106,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2710,8110,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2711,8111,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2712,8123,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2713,8125,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2714,8132,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2715,8133,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2716,8136,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2717,8143,Universidad de Concepción,Cobresal,Audax Italiano,Iquique,Iquique
2718,8144,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2719,8145,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2720,8148,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2721,8159,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2722,8160,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2723,8166,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
2724,8169,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2725,8170,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2726,8172,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2727,8175,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2728,8177,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2729,8181,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2730,8182,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2731,8187,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2732,8188,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2733,8190,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2734,8192,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2735,8193,Universidad de Concepción,Santiago Wanderers,Colo-Colo,Iquique,Iquique
2736,8196,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2737,8199,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2738,8200,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2739,8202,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2740,8207,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2741,8208,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2742,8210,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2743,8213,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2744,8216,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2745,8218,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2746,8220,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2747,8221,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2748,8222,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2749,8223,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2750,8226,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2751,8227,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2752,8230,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2753,8233,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2754,8236,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2755,8240,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2756,8246,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2757,8248,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2758,8249,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2759,8254,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2760,8255,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2761,8259,Iquique,La Serena,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2762,8267,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2763,8272,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2764,8274,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2765,8280,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2766,8282,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2767,8283,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2768,8285,Universidad de Chile,Cobresal,Coquimbo Unido,Iquique,Iquique
2769,8293,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2770,8296,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2771,8299,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2772,8300,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2773,8303,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2774,8309,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2775,8310,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2776,8311,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2777,8319,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2778,8320,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2779,8323,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2780,8324,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2781,8325,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2782,8328,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2783,8331,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2784,8334,Universidad de Concepción,Everton,Audax Italiano,Iquique,Iquique
2785,8339,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2786,8347,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2787,8355,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2788,8358,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2789,8359,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2790,8361,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2791,8365,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2792,8371,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2793,8375,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2794,8376,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2795,8377,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2796,8378,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2797,8379,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2798,8384,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2799,8392,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2800,8393,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2801,8395,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2802,8397,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2803,8398,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2804,8399,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2805,8402,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2806,8404,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2807,8407,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2808,8409,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2809,8413,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2810,8415,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2811,8416,Iquique,Audax Italiano,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2812,8417,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2813,8418,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2814,8423,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2815,8425,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2816,8426,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2817,8430,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2818,8431,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2819,8434,Iquique,Colo-Colo,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2820,8435,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2821,8436,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2822,8439,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2823,8450,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2824,8451,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2825,8456,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2826,8458,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2827,8461,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2828,8463,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2829,8464,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2830,8465,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2831,8470,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2832,8472,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2833,8475,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2834,8478,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2835,8479,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2836,8480,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2837,8483,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2838,8493,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2839,8501,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2840,8507,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2841,8508,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2842,8510,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2843,8514,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2844,8518,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2845,8521,Iquique,La Serena,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2846,8522,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2847,8525,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2848,8526,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2849,8527,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2850,8530,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2851,8537,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2852,8539,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2853,8544,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2854,8546,Universidad de Concepción,Coquimbo Unido,Audax Italiano,Iquique,Iquique
2855,8548,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2856,8558,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2857,8559,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2858,8562,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2859,8565,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2860,8566,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2861,8568,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2862,8570,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2863,8574,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2864,8579,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2865,8581,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2866,8585,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2867,8586,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2868,8587,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2869,8590,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2870,8591,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2871,8603,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2872,8607,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2873,8609,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2874,8611,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2875,8612,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2876,8615,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2877,8616,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2878,8618,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2879,8621,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2880,8623,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2881,8624,Iquique,Coquimbo Unido,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2882,8627,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2883,8629,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2884,8630,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2885,8635,Universidad de Chile,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2886,8636,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2887,8638,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2888,8639,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2889,8640,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2890,8645,Iquique,Audax Italiano,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2891,8649,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2892,8652,Universidad de Concepción,Santiago Wanderers,Colo-Colo,Iquique,Iquique
2893,8659,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2894,8661,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2895,8663,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2896,8666,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2897,8672,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2898,8682,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2899,8683,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2900,8686,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2901,8689,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2902,8691,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2903,8693,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2904,8695,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2905,8696,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2906,8699,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2907,8705,Iquique,Audax Italiano,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2908,8708,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2909,8709,Iquique,Cobresal,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2910,8711,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2911,8713,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2912,8714,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2913,8715,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2914,8717,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2915,8722,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2916,8723,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2917,8727,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2918,8733,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2919,8735,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2920,8736,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2921,8741,Iquique,Audax Italiano,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
